"","id","name"
"372","506703","Adrián Sanchez"
"373","506747","Francisco Peña"
"374","516770","Starlin Castro"
"375","516782","Starling Marte"
"376","517369","José Pirela"
"377","518618","Derek Dietrich"
"378","518934","DJ LeMahieu"
"379","519068","Efren Navarro"
"380","527038","Wilmer Flores"
"381","541650","Hernán Pérez"
"382","542583","Jesús Aguilar"
"383","543063","Brandon Crawford"
"384","543272","Brad Hand"
"385","543699","Tanner Roark"
"386","543776","JB Shuck"
"387","543939","Kolten Wong"
"388","545338","Nick Franklin"
"389","547172","Tony Wolters"
"390","553993","Eugenio Suárez"
"391","570256","Gregory Polanco"
"392","570267","Domingo Santana"
"393","571431","Matt Adams"
"394","571448","Nolan Arenado"
"395","571466","Tucker Barnhart"
"396","571506","Justin Bour"
"397","571657","Kyle Farmer"
"398","571697","Scooter Gennett"
"399","571740","Billy Hamilton"
"400","571771","Enrique Hernández"
"401","572761","Matt Carpenter"
"402","572955","Pierce Johnson"
"403","573135","Tyler Saladino"
"404","592200","Curt Casali"
"405","592567","Colin Moran"
"406","592881","Kyle Wren"
"407","593700","Alen Hanson"
"408","593993","José Briceño"
"409","594798","Jacob deGrom"
"410","594953","Daniel Palka"
"411","594988","Scott Schebler"
"412","595375","JT Riddle"
"413","595978","Austin Hedges"
"414","596103","Austin Slater"
"415","596115","Trevor Story"
"416","596451","Roman Quinn"
"417","596748","Maikel Franco"
"418","605119","Brian Anderson"
"419","605131","Austin Barnes"
"420","605137","Josh Bell"
"421","605412","Joe Panik"
"422","605486","Cory Spangenberg"
"423","605509","Kelby Tomlinson"
"424","606299","José Peraza"
"425","606956","Ryan Court"
"426","607043","Brandon Nimmo"
"427","608369","Corey Seager"
"428","608566","Germán Márquez"
"429","608671","Travis Jankowski"
"430","608700","Kevin Plawecki"
"431","614173","Franchy Cordero"
"432","621311","David Dahl"
"433","621512","Tomás Nido"
"434","621550","Patrick Wisdom"
"435","622168","Yairo Munoz"
"436","624424","Michael Conforto"
"437","624428","Adam Frazier"
"438","640447","Phil Ervin"
"439","640457","Austin Meadows"
"440","641319","Carlos Asuaje"
"441","641432","Willie Calhoun"
"442","641525","Brandon Dixon"
"443","641645","Luis Guillorme"
"444","641933","Tyler O'Neill"
"445","642086","Dominic Smith"
"446","642162","Pat Valaika"
"447","643446","Jeff McNeil"
"448","645302","Victor Robles"
"449","656944","Clark Scolamiero"
"450","657077","Alex Verdugo"
"451","657557","Paul DeJong"
"452","663855","Jordan Hicks"
"453","664029","Mark Mathias"
"454","664056","Harrison Bader"
"455","664689","Joel Booker"
"456","665742","Juan Soto"
"457","474319","Brandon Snyder"
"458","474568","Jordy Mercer"
